product_name,comment_header,comment,rating
MUSCLEBLAZE Creatine,Brilliant,Provide visible resultsVery helpful in providing energy or gain muscleBut take care for tha dose and precautions like avoid fast food and do regular workout sessionREAD MORE,5
MUSCLEBLAZE Creatine,Terrific purchase,Just follow your gym passion and... Keep hrd working..Never forgot to intake water daily 4-5 liter water...Jab aap creatine lete h to... Uske peene k baad he aapko 2 litre water peena padega... 2-3 hours k andr he...Ok... Keep grow broREAD MORE,5
MUSCLEBLAZE Creatine,Good quality product,product is good I received this with good packaging and delivered before 1 day to prescribing time.READ MORE,4
MUSCLEBLAZE Creatine,Simply awesome,very good quality with flipkart first deliveryREAD MORE,5
MUSCLEBLAZE Creatine,Mind-blowing purchase,The product is awesome...must try those🔥🔥READ MORE,5
MUSCLEBLAZE Creatine,Classy product,Very osm product i m giving this review after using 6 of month this is very good product and helpful for muscle building it gives me a very beautiful result in my body after using this creating thanks alot muscle based if someone want to buy this go ahead it is very good and helpful product for muscle building I am giving this review because if I am buy something I always go to the review button to check how was the review of this product and how people says about that that's why I am giving ...READ MORE,5
MUSCLEBLAZE Creatine,Best in the market!,Really love in the gym increase my stamina and gain lean Musle mass... Hevay weight to support this creatine monohydrate... All gym lover buy it......READ MORE,5
MUSCLEBLAZE Creatine,Perfect product!,genuine product. MRP 549/-READ MORE,5
MUSCLEBLAZE Creatine,Fabulous!,nice product IREAD MORE,5
MUSCLEBLAZE Creatine,Brilliant,"Okay, First this is creatine is for performance not nutrition. But I am still happy because it was really a good product but first use mass gainer them use creatine in cuts . I recommend it in cut but you can take it 😉 any time of year you want, you will not have any problem. Just keep your water 💦 bottle beside you.This is first day of using I will update after one month ☺️ see yeahREAD MORE",5
MUSCLEBLAZE Creatine,Super!,"Those of you, who haven't started taking creatine in fitness lifestyle . What are you doing you are missing so many benefits of creatine . I was 50kg in weight I workout and have diet without any supplement. So I gained 5kg than I started taking whey protein and creatine.... beleive me guys I gained massive gain and strength. My branch press went upto 80kg squat we r upto 102 and deadlifts went upto 150.....don't have any doubt guys just go for this product. But yes remember to in take 3 to 4...READ MORE",5
MUSCLEBLAZE Creatine,Fabulous!,Very nice product 👍READ MORE,5
MUSCLEBLAZE Creatine,Terrific,i started using this product coz fitness model guruman told me to take in his program....guyz this product actually works....gives extra energy during during....take it with any orange or apple juice...n remember to drink 4-5L waterREAD MORE,5
MUSCLEBLAZE Creatine,Super!,Creatine works ovio but with a proper loading phase and lots of water intake  ... It wont make you look big like magic but it will provide you with enough strength and energy that you will be able to get max out of your workout so just focus on good diet... Bottomline .. creatine works and its helpful to get back your strength if you have left workout for a month or soREAD MORE,5
MUSCLEBLAZE Creatine,Must buy!,"Hmm I won't say this product change my in bodybuilding carrier, but it did help me to gain some muscle mass in one month of using and it really helps us to do extra reps in gym. it's too damn good that's y I am purchasing another one today and Will continue purchasing it every month, but I suggest u if u wanna take this u should first have minimum 3 months or 2 months of experience or basic exercise at gym so best of luck in ur bodybuilding career..😉😉😋😍😍READ MORE",5
MUSCLEBLAZE Creatine,Classy product,"Product is greatYou can choose with loading phase or standard phaseI've tried loading phase and results can be seen after a week.. take only if you are doing weights or progressive overloading, it helps in that last 2,3 reps for sure...Note: Loading phase5L water is mandatory, if you can't take 5L/day then this isn't for you, for sure body will be dehydrated..so hydrating the body is must..Guys don't think this is something of like steroids or something else, this thing is natural and s...READ MORE",5
MUSCLEBLAZE Creatine,Classy product,"It mixes very poorly, almost doesn't even mix. Texture wise, it feels like an unsaturated salt solution. Taste wise, It tastes like unflavoured glucon d. Effects were great though, It enhanced my muscle recovery and reduced soreness. It boosts your ATP level so much that you'll have a longer pump than your gym bros. It's a food supplement, if you eat chicken or fish or meat on daily basis or alternate days then, don't buy it, but, If you are vegetarian or can't manage to eat non veg daily the...READ MORE",5
MUSCLEBLAZE Creatine,Highly recommended,Nice packing perfect delivery. Honest seller trustable seller. In Reasonable price.... 😀Iam  more happy with this product.READ MORE,5
MUSCLEBLAZE Creatine,Classy product,It is a great source of building a great strength in bodybuilding. I prefer creatine can mix with slightly worm water and can mix upto 1min. It doesn't matter pre workout and post workout. It's depend only you.READ MORE,5
MUSCLEBLAZE Creatine,Pretty good,I am not happy with filpkart packaging . The way they delivered it was completely disgusting ...But .... The product MB is always good as usual don't hesitate bro purchase it . It was genuine feedback go for it ... If my feedback help you then like my feedback ❤️READ MORE,4
MUSCLEBLAZE Creatine,Very poor,Didn't like this creatine .. stomach started aching after taking this.. may be it didn't suited meREAD MORE,4
MUSCLEBLAZE Creatine,Good choice,It provides you with more energy so you can go for more sets or more reps. It's good to go with both cutting or bulking. I'll Recommend you to take it with water 1 hr pre workout. It would have been better if it was properly mychronisedREAD MORE,5
MUSCLEBLAZE Creatine,Worth every penny,it works surprisingly... unbelievably believable. you can increase your strength and also it helps to gain weight. proper diet is essential with good work out. Please drink water as much as you can.READ MORE,5
MUSCLEBLAZE Creatine,Terrific,The product is 100% genuine....it's a value for money product....very effective as well..☺️READ MORE,4
MUSCLEBLAZE Creatine,Nice product,"Product is good,but honestly i would tell my frnds not to take creatine ,it stores water in muscles,if u stop taking it ur muscle size would reduce within a month. IREAD MORE",3
MUSCLEBLAZE Creatine,Just okay,Product quantity is jhat barabarREAD MORE,4
MUSCLEBLAZE Creatine,Worth the money,"Very good productBut 1 scoop per day Daily exact same time,&Pre workout post workout not importantREAD MORE",5
MUSCLEBLAZE Creatine,Excellent,Good product 👌👌😀😀READ MORE,4
MUSCLEBLAZE Creatine,Worth the money,Best creatineREAD MORE,No rating
MUSCLEBLAZE Creatine,Wonderful,Genuine productREAD MORE,5
MUSCLEBLAZE Creatine,Fabulous!,"well packed, brand new box, also i checked with Code, product is genuine and perfect. got delivery on time,READ MORE",5
MUSCLEBLAZE Creatine,Worth the money,first I use this product then I will tell u what's the result.READ MORE,4
MUSCLEBLAZE Creatine,Does the job,"This product is aimed for increasing performance. it gives explosive strength, endurance. what u need to follow is take 3-4gms daily with shakes or mass gainers, and ensure that u drink 5-6litres water a day. creatine absorbs the water from diet and makes your muscles look bulky, so u need to supply enough water throughout the day. no side effects observed in my case. people usually complain about skin rashes, stomach aches, but if you're taking enough fluid then these wont appear at all. Can...READ MORE",3
MUSCLEBLAZE Creatine,Very Good,"I used it for one month as a trial but results are amazing 😃.Really so very nice product for beginners , it helps to get energy & lift more waight, & also it's gave your body a wonderful transformation. I'm satisfied for using it. Thank you.READ MORE",4
MUSCLEBLAZE Creatine,Pretty good,let's increase your limitREAD MORE,4
MUSCLEBLAZE Creatine,Fair,Good for muscle pump.I have gained my  biceps muscle in just 2 months. Drink water more than 4 liter a day. Use it instantly after workout or in workout sessions. Suitable for skinny guys. But needs daily workout to maintain your muscles looks big. Try it it's good for beginners take this with muscleblaze weight gainer for better results.                                                                 Pull up your socks and Hit the gym. You can make it possible.READ MORE,3
MUSCLEBLAZE Creatine,MuscleBlaze Creatine Monohydrate Creatine,"Online me Pics he new , muje Mila old modelREAD MORE",5
MUSCLEBLAZE Creatine,Brilliant,Works well with milk. I am I’m using it everyday 30 mins before work out. I can see the difference in the performance. Recommended product. But make sure you drink more water atleast 3.5 liters a day.READ MORE,5
MUSCLEBLAZE Creatine,Just wow!,nice one nd packing is osmthnku flipkartREAD MORE,No rating
MUSCLEBLAZE Creatine,Could be way better,"This product is not that much effective for me I take it befor my gym but it doesn't give me that much energy. It fills like I have the energy as previous, if I use this or not use it done not effect to my weight lifting that much. Fill like just little bit increase in energy bot so much.READ MORE",5
MUSCLEBLAZE Creatine,Brilliant,it's pretty good ! recommend to take 3gm per day after workout for best results ! take a scoop full that is provided with the pack try not to take a heaping scoop ! drink with plane water or any carbonated drink's ( no cold drink's) it will take 6 days to show it's full potential that's called creatine cycle ! you will feel activeness and less fatigue with regular usage drink lot of water and try to stay hydrated or it will give you cramps badly ! best supplement for bulking and cutting !READ MORE,4
MUSCLEBLAZE Creatine,Worth the money,nice product using first time waiting for resultsREAD MORE,5
MUSCLEBLAZE Creatine,Best in the market!,Its a fine powder. Truly micronized. Easily soluble.READ MORE,5
MUSCLEBLAZE Creatine,Great product,"The best thing about buying muscle blaze products is you could blindly trust on the authenticity of the product by just sending a SMS of the code inside the jar. I've been using this product for third time and all I can say that it gives good results, no side effects and it's very cheap and authentic. I hope muscle blaze grow as a premium brand all over the world. Great work muscle blaze.READ MORE",5
MUSCLEBLAZE Creatine,Highly recommended,nice product 100% genuine it gives me extra energy to lift more but make sure u get enough carbohydrates and profile in ur dait nd also drink 4liters of water in a day...READ MORE,5
MUSCLEBLAZE Creatine,Best in the market!,Great product no doubt....  Keep in mind a few things....  Drink lots of water....  Do not mix in milk....  Do not over dose....  Take good amounts of sugar either in juice or other ways because of the insulin spike....  Thank youREAD MORE,4
MUSCLEBLAZE Creatine,Pretty good,Nice product.Take 20 min before workout.You will feel more energetic.Don't expect to see changes after using for 1 week.Seriously I'm very happy with the product.Peace outREAD MORE,5
MUSCLEBLAZE Creatine,Super!,Do it half an hour before going to the gym has a good effect on lifting weights in gym.READ MORE,5
